Gene	Gene.name	Level
ENSG00000197563	PIGN	High
ENSG00000197555	SIPA1L1	High
ENSG00000197548	ATG7	Medium
ENSG00000197535	MYO5A	High
ENSG00000197530	MIB2	Low
ENSG00000197498	RPF2	High
ENSG00000197496	SLC2A10	Low
ENSG00000197467	COL13A1	Medium
ENSG00000197461	PDGFA	High
ENSG00000197457	STMN3	High
ENSG00000197451	HNRNPAB	High
ENSG00000197448	GSTK1	High
ENSG00000197444	OGDHL	High
ENSG00000197442	MAP3K5	Medium
ENSG00000197430	OPALIN	High
ENSG00000197429	IPP	Medium
ENSG00000197417	SHPK	High
ENSG00000197416	FABP12	Medium
ENSG00000197409	H3C4	High
ENSG00000197405	C5AR1	Medium
ENSG00000197386	HTT	High
ENSG00000197380	DACT3	Low
ENSG00000197355	UAP1L1	Medium
ENSG00000197345	MRPL21	Medium
ENSG00000197329	PELI1	High
ENSG00000197323	TRIM33	High
ENSG00000197321	SVIL	Medium
ENSG00000197299	BLM	High
ENSG00000197283	SYNGAP1	High
ENSG00000197275	RAD54B	Low
ENSG00000197265	GTF2E2	High
ENSG00000197256	KANK2	Medium
ENSG00000197245	FAM110D	Medium
ENSG00000197238	H4C11	High
ENSG00000197226	TBC1D9B	Low
ENSG00000197223	C1D	Medium
ENSG00000197217	ENTPD4	High
ENSG00000197208	SLC22A4	Low
ENSG00000197191	CYSRT1	Medium
ENSG00000197183	NOL4L	Medium
ENSG00000197177	ADGRA1	Low
ENSG00000197170	PSMD12	High
ENSG00000197168	NEK5	Low
ENSG00000197165	SULT1A2	Low
ENSG00000197157	SND1	High
ENSG00000197153	H3C12	High
ENSG00000197150	ABCB8	Medium
ENSG00000197142	ACSL5	Low
ENSG00000197122	SRC	Low
ENSG00000197111	PCBP2	High
ENSG00000197106	SLC6A17	Medium
ENSG00000197102	DYNC1H1	Medium
ENSG00000197081	IGF2R	Medium
ENSG00000197077	KIAA1671	Medium
ENSG00000197063	MAFG	High
ENSG00000197061	H4C3	High
ENSG00000197054	ZNF763	Medium
ENSG00000197050	ZNF420	High
ENSG00000197045	GMFB	High
ENSG00000197043	ANXA6	Medium
ENSG00000197021	EOLA2	Medium
ENSG00000196993	NPIPB9	High
ENSG00000196990	FAM163B	High
ENSG00000196981	WDR5B	Low
ENSG00000196976	LAGE3	Medium
ENSG00000196975	ANXA4	Low
ENSG00000196968	FUT11	High
ENSG00000196961	AP2A1	High
ENSG00000196954	CASP4	Medium
ENSG00000196950	SLC39A10	Medium
ENSG00000196937	FAM3C	High
ENSG00000196924	FLNA	Medium
ENSG00000196923	PDLIM7	Low
ENSG00000196914	ARHGEF12	Medium
ENSG00000196911	KPNA5	Medium
ENSG00000196890	H2BC26	High
ENSG00000196878	LAMB3	Low
ENSG00000196872	CRACDL	High
ENSG00000196866	H2AC7	High
ENSG00000196865	NHLRC2	High
ENSG00000196850	PPTC7	High
ENSG00000196843	ARID5A	High
ENSG00000196821	ILRUN	High
ENSG00000196812	ZSCAN16	High
ENSG00000196792	STRN3	Medium
ENSG00000196787	H2AC11	High
ENSG00000196782	MAML3	Medium
ENSG00000196781	TLE1	High
ENSG00000196776	CD47	High
ENSG00000196748	CLPSL2	Medium
ENSG00000196747	H2AC13	High
ENSG00000196743	GM2A	High
ENSG00000196735	HLA-DQA1	Low
ENSG00000196730	DAPK1	Medium
ENSG00000196724	ZNF418	Low
ENSG00000196715	VKORC1L1	Medium
ENSG00000196704	AMZ2	Medium
ENSG00000196700	ZNF512B	Medium
ENSG00000196693	ZNF33B	Medium
ENSG00000196664	TLR7	Medium
ENSG00000196663	TECPR2	High
ENSG00000196660	SLC30A10	Low
ENSG00000196655	TRAPPC4	Medium
ENSG00000196636	SDHAF3	Medium
ENSG00000196628	TCF4	Medium
ENSG00000196616	ADH1B	Low
ENSG00000196605	ZNF846	Medium
ENSG00000196597	ZNF782	High
ENSG00000196591	HDAC2	High
ENSG00000196588	MRTFA	Medium
ENSG00000196586	MYO6	High
ENSG00000196569	LAMA2	Medium
ENSG00000196565	HBG2	Low
ENSG00000196562	SULF2	Medium
ENSG00000196557	CACNA1H	Low
ENSG00000196535	MYO18A	High
ENSG00000196526	AFAP1	Medium
ENSG00000196511	TPK1	Medium
ENSG00000196510	ANAPC7	Medium
ENSG00000196505	GDAP2	High
ENSG00000196504	PRPF40A	High
ENSG00000196502	SULT1A1	Low
ENSG00000196498	NCOR2	High
ENSG00000196476	C20orf96	High
ENSG00000196470	SIAH1	High
ENSG00000196466	ZNF799	Medium
ENSG00000196465	MYL6B	Low
ENSG00000196459	TRAPPC2	Medium
ENSG00000196456	ZNF775	High
ENSG00000196455	PIK3R4	High
ENSG00000196453	ZNF777	High
ENSG00000196449	YRDC	Medium
ENSG00000196436	NPIPB15	High
ENSG00000196428	TSC22D2	Medium
ENSG00000196419	XRCC6	High
ENSG00000196405	EVL	Medium
ENSG00000196396	PTPN1	High
ENSG00000196376	SLC35F1	High
ENSG00000196372	ASB13	Medium
ENSG00000196371	FUT4	High
ENSG00000196368	NUDT11	Low
ENSG00000196365	LONP1	Medium
ENSG00000196361	ELAVL3	High
ENSG00000196352	CD55	Medium
ENSG00000196338	NLGN3	High
ENSG00000196323	ZBTB44	High
ENSG00000196313	POM121	Medium
ENSG00000196305	IARS1	High
ENSG00000196290	NIF3L1	High
ENSG00000196284	SUPT3H	High
ENSG00000196236	XPNPEP3	Medium
ENSG00000196235	SUPT5H	Medium
ENSG00000196233	LCOR	High
ENSG00000196230	TUBB	Medium
ENSG00000196227	FAM217B	Medium
ENSG00000196220	SRGAP3	Medium
ENSG00000196218	RYR1	High
ENSG00000196199	MPHOSPH8	High
ENSG00000196177	ACADSB	Low
ENSG00000196169	KIF19	Low
ENSG00000196159	FAT4	High
ENSG00000196139	AKR1C3	Medium
ENSG00000196136	SERPINA3	High
ENSG00000196123	MATCAP1	High
ENSG00000196118	CFAP119	Low
ENSG00000196116	TDRD7	Medium
ENSG00000196090	PTPRT	High
ENSG00000196072	BLOC1S2	High
ENSG00000189433	GJB4	Low
ENSG00000189403	HMGB1	High
ENSG00000189369	GSPT2	Medium
ENSG00000189337	KAZN	High
ENSG00000189319	FAM53B	High
ENSG00000189308	LIN54	High
ENSG00000189306	RRP7A	Medium
ENSG00000189298	ZKSCAN3	Medium
ENSG00000189283	FHIT	High
ENSG00000189241	TSPYL1	High
ENSG00000189221	MAOA	High
ENSG00000189195	BTBD8	High
ENSG00000189184	PCDH18	High
ENSG00000189182	KRT77	Low
ENSG00000189180	ZNF33A	Medium
ENSG00000189171	S100A13	Medium
ENSG00000189159	JPT1	High
ENSG00000189143	CLDN4	Low
ENSG00000189114	BLOC1S3	Low
ENSG00000189091	SF3B3	High
ENSG00000189067	LITAF	High
ENSG00000189060	H1-0	High
ENSG00000189058	APOD	High
ENSG00000189046	ALKBH2	Medium
ENSG00000189043	NDUFA4	High
ENSG00000189007	ADAT2	Low
ENSG00000188986	NELFB	Medium
ENSG00000188976	NOC2L	High
ENSG00000188938	FAM120AOS	Medium
ENSG00000188906	LRRK2	Low
ENSG00000188846	RPL14	High
ENSG00000188827	SLX4	Medium
ENSG00000188816	HMX2	Medium
ENSG00000188807	TMEM201	Medium
ENSG00000188779	SKOR1	High
ENSG00000188760	TMEM198	Medium
ENSG00000188739	RBM34	High
ENSG00000188732	FAM221A	High
ENSG00000188730	VWC2	Low
ENSG00000188690	UROS	Medium
ENSG00000188649	CC2D2B	Low
ENSG00000188643	S100A16	Medium
ENSG00000188636	RTL6	High
ENSG00000188613	NANOS1	High
ENSG00000188612	SUMO2	Medium
ENSG00000188566	NDOR1	Medium
ENSG00000188554	NBR1	High
ENSG00000188549	CCDC9B	Medium
ENSG00000188493	C19orf54	Medium
ENSG00000188486	H2AX	High
ENSG00000188419	CHM	Medium
ENSG00000188389	PDCD1	Low
ENSG00000188375	H3-5	High
ENSG00000188342	GTF2F2	High
ENSG00000188321	ZNF559	High
ENSG00000188316	ENO4	Low
ENSG00000188283	ZNF383	Medium
ENSG00000188266	HYKK	Low
ENSG00000188229	TUBB4B	Medium
ENSG00000188215	DCUN1D3	Medium
ENSG00000188191	PRKAR1B	High
ENSG00000188186	LAMTOR4	High
ENSG00000188167	TMPPE	High
ENSG00000188157	AGRN	Medium
ENSG00000188130	MAPK12	Low
ENSG00000188051	TMEM221	Low
ENSG00000188026	RILPL1	Medium
ENSG00000188021	UBQLN2	High
ENSG00000188011	RTP5	Medium
ENSG00000187957	DNER	High
ENSG00000187954	ZFTRAF1	Medium
ENSG00000187942	LDLRAD2	High
ENSG00000187866	PABIR1	Medium
ENSG00000187840	EIF4EBP1	Medium
ENSG00000187838	PLSCR3	High
ENSG00000187837	H1-2	High
ENSG00000187800	PEAR1	Medium
ENSG00000187778	MCRS1	High
ENSG00000187773	DIPK1C	High
ENSG00000187764	SEMA4D	High
ENSG00000187742	SECISBP2	Medium
ENSG00000187736	NHEJ1	High
ENSG00000187735	TCEA1	Medium
ENSG00000187730	GABRD	High
ENSG00000187699	C2orf88	Medium
ENSG00000187678	SPRY4	Medium
ENSG00000187672	ERC2	High
ENSG00000187664	HAPLN4	Medium
ENSG00000187626	ZKSCAN4	Medium
ENSG00000187624	C17orf97	Low
ENSG00000187581	COX8C	Low
ENSG00000187555	USP7	Medium
ENSG00000187550	SBK2	Medium
ENSG00000187535	IFT140	Low
ENSG00000187531	SIRT7	Medium
ENSG00000187522	HSPA14	High
ENSG00000187514	PTMA	High
ENSG00000187513	GJA4	High
ENSG00000187498	COL4A1	Medium
ENSG00000187446	CHP1	High
ENSG00000187398	LUZP2	High
ENSG00000187391	MAGI2	Medium
ENSG00000187323	DCC	High
ENSG00000187257	RSBN1L	Medium
ENSG00000187244	BCAM	Medium
ENSG00000187243	MAGED4B	Medium
ENSG00000187240	DYNC2H1	High
ENSG00000187239	FNBP1	Medium
ENSG00000187189	TSPYL4	High
ENSG00000187166	H1-7	Low
ENSG00000187164	SHTN1	High
ENSG00000187147	RNF220	Medium
ENSG00000187134	AKR1C1	Medium
ENSG00000187118	CMC1	High
ENSG00000187109	NAP1L1	High
ENSG00000187097	ENTPD5	Low
ENSG00000187094	CCK	High
ENSG00000187091	PLCD1	Medium
ENSG00000187017	ESPN	Medium
ENSG00000186994	KANK3	High
ENSG00000186951	PPARA	High
ENSG00000186908	ZDHHC17	High
ENSG00000186895	FGF3	High
ENSG00000186871	ERCC6L	Low
ENSG00000186868	MAPT	Medium
ENSG00000186867	QRFPR	Medium
ENSG00000186854	TRABD2A	Medium
ENSG00000186834	HEXIM1	High
ENSG00000186815	TPCN1	Medium
ENSG00000186814	ZSCAN30	Medium
ENSG00000186716	BCR	High
ENSG00000186687	LYRM7	High
ENSG00000186666	BCDIN3D	High
ENSG00000186660	ZFP91	High
ENSG00000186654	PRR5	Medium
ENSG00000186642	PDE2A	Medium
ENSG00000186635	ARAP1	Medium
ENSG00000186625	KATNA1	Medium
ENSG00000186591	UBE2H	High
ENSG00000186575	NF2	High
ENSG00000186566	GPATCH8	Medium
ENSG00000186522	SEPTIN10	Medium
ENSG00000186517	ARHGAP30	Medium
ENSG00000186501	TMEM222	Medium
ENSG00000186479	RGS7BP	High
ENSG00000186472	PCLO	Medium
ENSG00000186468	RPS23	High
ENSG00000186439	TRDN	Low
ENSG00000186432	KPNA4	High
ENSG00000186409	CCDC30	Medium
ENSG00000186377	CYP4X1	Low
ENSG00000186376	ZNF75D	High
ENSG00000186364	NUDT17	Medium
ENSG00000186350	RXRA	High
ENSG00000186340	THBS2	Medium
ENSG00000186335	SLC36A2	Low
ENSG00000186318	BACE1	High
ENSG00000186288	PABPC1L2A	High
ENSG00000186283	TOR3A	Medium
ENSG00000186280	KDM4D	Low
ENSG00000186260	MRTFB	High
ENSG00000186231	KLHL32	High
ENSG00000186222	BLOC1S4	High
ENSG00000186212	SOWAHB	High
ENSG00000186205	MTARC1	Low
ENSG00000186193	SAPCD2	Medium
ENSG00000186187	ZNRF1	Medium
ENSG00000186153	WWOX	Medium
ENSG00000186132	C2orf76	Medium
ENSG00000186130	ZBTB6	Low
ENSG00000186111	PIP5K1C	Medium
ENSG00000186106	ANKRD46	Low
ENSG00000186104	CYP2R1	Medium
ENSG00000186094	AGBL4	High
ENSG00000186074	CD300LF	Low
ENSG00000186063	AIDA	Medium
ENSG00000186010	NDUFA13	High
ENSG00000185973	TMLHE	Medium
ENSG00000185963	BICD2	Medium
ENSG00000185950	IRS2	Low
ENSG00000185947	ZNF267	Low
ENSG00000185942	NKAIN3	High
ENSG00000185933	CALHM1	Medium
ENSG00000185917	SETD4	Medium
ENSG00000185909	KLHDC8B	High
ENSG00000185896	LAMP1	High
ENSG00000185885	IFITM1	Medium
ENSG00000185864	NPIPB4	High
ENSG00000185838	GNB1L	Medium
ENSG00000185825	BCAP31	High
ENSG00000185813	PCYT2	High
ENSG00000185803	SLC52A2	Medium
ENSG00000185800	DMWD	Medium
ENSG00000185798	WDR53	Low
ENSG00000185792	NLRP9	Low
ENSG00000185787	MORF4L1	Medium
ENSG00000185760	KCNQ5	Medium
ENSG00000185753	CXorf38	Low
ENSG00000185745	IFIT1	High
ENSG00000185742	C11orf87	High
ENSG00000185722	ANKFY1	High
ENSG00000185721	DRG1	Medium
ENSG00000185670	ZBTB3	High
ENSG00000185658	BRWD1	Medium
ENSG00000185651	UBE2L3	Medium
ENSG00000185630	PBX1	High
ENSG00000185627	PSMD13	High
ENSG00000185624	P4HB	Medium
ENSG00000185619	PCGF3	Medium
ENSG00000185591	SP1	Medium
ENSG00000185585	OLFML2A	Medium
ENSG00000185567	AHNAK2	High
ENSG00000185532	PRKG1	Medium
ENSG00000185518	SV2B	High
ENSG00000185507	IRF7	High
ENSG00000185480	PARPBP	Medium
ENSG00000185477	GPRIN3	High
ENSG00000185442	FAM174B	Medium
ENSG00000185437	SH3BGR	Medium
ENSG00000185420	SMYD3	High
ENSG00000185418	TARS3	High
ENSG00000185414	MRPL30	Medium
ENSG00000185386	MAPK11	High
ENSG00000185345	PRKN	High
ENSG00000185344	ATP6V0A2	Medium
ENSG00000185340	GAS2L1	Medium
ENSG00000185338	SOCS1	Low
ENSG00000185278	ZBTB37	High
ENSG00000185274	GALNT17	Medium
ENSG00000185271	KLHL33	Low
ENSG00000185252	ZNF74	Medium
ENSG00000185250	PPIL6	Low
ENSG00000185246	PRPF39	Medium
ENSG00000185189	NRBP2	Medium
ENSG00000185187	SIGIRR	Low
ENSG00000185164	NOMO2	High
ENSG00000185130	H2BC13	High
ENSG00000185122	HSF1	High
ENSG00000185104	FAF1	Medium
ENSG00000185101	ANO9	Low
ENSG00000185049	NELFA	Medium
ENSG00000185046	ANKS1B	Medium
ENSG00000185043	CIB1	Medium
ENSG00000185033	SEMA4B	Medium
ENSG00000185024	BRF1	High
ENSG00000185022	MAFF	Medium
ENSG00000185019	UBOX5	Low
ENSG00000185015	CA13	Medium
ENSG00000185010	F8	Low
ENSG00000185008	ROBO2	High
ENSG00000185000	DGAT1	Medium
ENSG00000184992	BRI3BP	Medium
ENSG00000184924	PTRHD1	Medium
ENSG00000184916	JAG2	Medium
ENSG00000184903	IMMP2L	Medium
ENSG00000184900	SUMO3	High
ENSG00000184897	H1-10	High
ENSG00000184887	BTBD6	Low
ENSG00000184867	ARMCX2	Low
ENSG00000184863	RBM33	High
ENSG00000184840	TMED9	High
ENSG00000184838	PRR16	Low
ENSG00000184831	APOO	High
ENSG00000184811	TRARG1	Low
ENSG00000184787	UBE2G2	High
ENSG00000184752	NDUFA12	High
ENSG00000184730	APOBR	Medium
ENSG00000184708	EIF4ENIF1	High
ENSG00000184702	SEPTIN5	Medium
ENSG00000184678	H2BC21	High
ENSG00000184675	AMER1	High
ENSG00000184672	RALYL	High
ENSG00000184661	CDCA2	Medium
ENSG00000184640	SEPTIN9	Medium
ENSG00000184634	MED12	High
ENSG00000184619	KRBA2	Low
ENSG00000184602	SNN	High
ENSG00000184584	STING1	Medium
ENSG00000184574	LPAR5	Medium
ENSG00000184557	SOCS3	Medium
ENSG00000184545	DUSP8	High
ENSG00000184524	CEND1	High
ENSG00000184515	BEX5	High
ENSG00000184508	HDDC3	High
ENSG00000184497	TMEM255B	Low
ENSG00000184470	TXNRD2	Medium
ENSG00000184445	KNTC1	Medium
ENSG00000184436	THAP7	Medium
ENSG00000184432	COPB2	Medium
ENSG00000184428	TOP1MT	High
ENSG00000184408	KCND2	High
ENSG00000184402	SS18L1	High
ENSG00000184388	PABPC1L2B	High
ENSG00000184384	MAML2	High
ENSG00000184381	PLA2G6	Medium
ENSG00000184368	MAP7D2	High
ENSG00000184363	PKP3	High
ENSG00000184357	H1-5	Medium
ENSG00000184349	EFNA5	High
ENSG00000184347	SLIT3	Low
ENSG00000184281	TSSC4	Low
ENSG00000184271	POU6F1	High
ENSG00000184270	H2AC21	High
ENSG00000184260	H2AC20	High
ENSG00000184254	ALDH1A3	Low
ENSG00000184227	ACOT1	Low
ENSG00000184216	IRAK1	High
ENSG00000184209	SNRNP35	High
ENSG00000184207	PGP	High
ENSG00000184205	TSPYL2	High
ENSG00000184185	KCNJ12	Medium
ENSG00000184182	UBE2F	High
ENSG00000184178	SCFD2	High
ENSG00000184164	CRELD2	Medium
ENSG00000184162	NR2C2AP	Low
ENSG00000184154	LRRC51	Medium
ENSG00000184144	CNTN2	Medium
ENSG00000184113	CLDN5	High
ENSG00000184110	EIF3C	High
ENSG00000184056	VPS33B	High
ENSG00000184047	DIABLO	Medium
ENSG00000184009	ACTG1	Medium
ENSG00000183978	COA3	High
ENSG00000183960	KCNH8	Medium
ENSG00000183943	PRKX	High
ENSG00000183891	TTC32	Medium
ENSG00000183889	NPIPA9	High
ENSG00000183878	UTY	Medium
ENSG00000183864	TOB2	High
ENSG00000183844	FAM3B	Low
ENSG00000183840	GPR39	High
ENSG00000183837	PNMA3	Medium
ENSG00000183828	NUDT14	Medium
ENSG00000183813	CCR4	Medium
ENSG00000183801	OLFML1	High
ENSG00000183798	EMILIN3	Low
ENSG00000183793	NPIPA5	High
ENSG00000183785	TUBA8	High
ENSG00000183783	KCTD8	High
ENSG00000183779	ZNF703	Medium
ENSG00000183775	KCTD16	High
ENSG00000183765	CHEK2	Medium
ENSG00000183763	TRAIP	High
ENSG00000183751	TBL3	High
ENSG00000183742	MACC1	Medium
ENSG00000183723	CMTM4	Medium
ENSG00000183722	LHFPL6	Medium
ENSG00000183718	TRIM52	High
ENSG00000183695	MRGPRX2	Low
ENSG00000183691	NOG	Low
ENSG00000183690	EFHC2	High
ENSG00000183688	RFLNB	Low
ENSG00000183684	ALYREF	High
ENSG00000183665	TRMT12	Medium
ENSG00000183662	TAFA1	Medium
ENSG00000183655	KLHL25	High
ENSG00000183648	NDUFB1	High
ENSG00000183624	HMCES	Medium
ENSG00000183605	SFXN4	Medium
ENSG00000183598	H3C13	High
ENSG00000183597	TANGO2	Medium
ENSG00000183576	SETD3	Medium
ENSG00000183570	PCBP3	Medium
ENSG00000183527	PSMG1	High
ENSG00000183520	UTP11	High
ENSG00000183495	EP400	High
ENSG00000183484	GPR132	Medium
ENSG00000183475	ASB7	Medium
ENSG00000183454	GRIN2A	High
ENSG00000183431	SF3A3	High
ENSG00000183426	NPIPA1	High
ENSG00000183421	RIPK4	Low
ENSG00000183401	CCDC159	High
ENSG00000183395	PMCH	High
ENSG00000183347	GBP6	Low
ENSG00000183336	BOLA2	Low
ENSG00000183323	CCDC125	Medium
ENSG00000183307	TMEM121B	Medium
ENSG00000183258	DDX41	High
ENSG00000183230	CTNNA3	Medium
ENSG00000183208	GDPGP1	High
ENSG00000183207	RUVBL2	Low
ENSG00000183196	CHST6	Medium
ENSG00000183166	CALN1	Medium
ENSG00000183160	TMEM119	High
ENSG00000183155	RABIF	Medium
ENSG00000183137	CEP57L1	Medium
ENSG00000183114	FAM43B	Medium
ENSG00000183098	GPC6	Medium
ENSG00000183060	LYSMD4	Medium
ENSG00000183049	CAMK1D	High
ENSG00000183048	SLC25A10	Medium
ENSG00000183044	ABAT	High
ENSG00000183036	PCP4	High
ENSG00000183020	AP2A2	High
ENSG00000183010	PYCR1	High
ENSG00000182985	CADM1	High
ENSG00000182979	MTA1	High
ENSG00000182973	CNOT10	Medium
ENSG00000182957	SPATA13	Medium
ENSG00000182944	EWSR1	High
ENSG00000182923	CEP63	Medium
ENSG00000182916	TCEAL7	Medium
ENSG00000182901	RGS7	High
ENSG00000182872	RBM10	High
ENSG00000182871	COL18A1	Medium
ENSG00000182858	ALG12	Medium
ENSG00000182827	ACBD3	High
ENSG00000182810	DDX28	Medium
ENSG00000182809	CRIP2	High
ENSG00000182795	C1orf116	Medium
ENSG00000182782	HCAR2	Low
ENSG00000182774	RPS17	High
ENSG00000182768	NGRN	Medium
ENSG00000182749	PAQR7	High
ENSG00000182718	ANXA2	Medium
ENSG00000182712	CMC4	Medium
ENSG00000182704	TSKU	Medium
ENSG00000182667	NTM	High
ENSG00000182621	PLCB1	Medium
ENSG00000182606	TRAK1	High
ENSG00000182600	SNORC	High
ENSG00000182580	EPHB3	Medium
ENSG00000182578	CSF1R	Medium
ENSG00000182568	SATB1	High
ENSG00000182552	RWDD4	High
ENSG00000182551	ADI1	Medium
ENSG00000182541	LIMK2	Medium
ENSG00000182518	FAM104B	Medium
ENSG00000182512	GLRX5	High
ENSG00000182511	FES	Medium
ENSG00000182481	KPNA2	Medium
ENSG00000182473	EXOC7	High
ENSG00000182446	NPLOC4	High
ENSG00000182389	CACNB4	High
ENSG00000182378	PLCXD1	High
ENSG00000182362	YBEY	Low
ENSG00000182329	KIAA2012	Low
ENSG00000182307	C8orf33	Medium
ENSG00000182287	AP1S2	Medium
ENSG00000182263	FIGN	Medium
ENSG00000182256	GABRG3	Medium
ENSG00000182255	KCNA4	Medium
ENSG00000182247	UBE2E2	Medium
ENSG00000182240	BACE2	High
ENSG00000182220	ATP6AP2	Medium
ENSG00000182199	SHMT2	Medium
ENSG00000182196	ARL6IP4	High
ENSG00000182195	LDOC1	High
ENSG00000182185	RAD51B	High
ENSG00000182180	MRPS16	Medium
ENSG00000182179	UBA7	High
ENSG00000182175	RGMA	High
ENSG00000182158	CREB3L2	Medium
ENSG00000182154	MRPL41	Medium
ENSG00000182150	ERCC6L2	Medium
ENSG00000182149	IST1	Medium
ENSG00000182134	TDRKH	Low
ENSG00000182118	FAM89A	Medium
ENSG00000182117	NOP10	Medium
ENSG00000182108	DEXI	High
ENSG00000182103	FAM181B	Medium
ENSG00000182093	GET1	High
ENSG00000182087	TMEM259	Medium
ENSG00000182054	IDH2	High
ENSG00000182050	MGAT4C	Low
ENSG00000182022	CHST15	Medium
ENSG00000182013	PNMA8A	High
ENSG00000181991	MRPS11	Medium
ENSG00000181924	COA4	Medium
ENSG00000181915	ADO	Medium
ENSG00000181904	C5orf24	High
ENSG00000181852	RNF41	High
ENSG00000181830	SLC35C1	High
ENSG00000181827	RFX7	High
ENSG00000181826	RELL1	High
ENSG00000181804	SLC9A9	Low
ENSG00000181789	COPG1	High
ENSG00000181754	AMIGO1	Medium
ENSG00000181744	DIPK2A	Medium
ENSG00000181722	ZBTB20	High
ENSG00000181666	ZNF875	High
ENSG00000181631	P2RY13	Low
ENSG00000181610	MRPS23	Medium
ENSG00000181588	MEX3D	Medium
ENSG00000181555	SETD2	Medium
ENSG00000181523	SGSH	Medium
ENSG00000181513	ACBD4	Low
ENSG00000181481	RNF135	Medium
ENSG00000181472	ZBTB2	High
ENSG00000181449	SOX2	Medium
ENSG00000181409	AATK	High
ENSG00000181381	DDX60L	High
ENSG00000181322	NME9	Low
ENSG00000181315	ZNF322	Medium
ENSG00000181291	TMEM132E	Medium
ENSG00000181218	H2AC25	High
ENSG00000181195	PENK	Medium
ENSG00000181192	DHTKD1	Medium
ENSG00000181191	PJA1	High
ENSG00000181163	NPM1	High
ENSG00000181135	ZNF707	Medium
ENSG00000181104	F2R	Low
ENSG00000181090	EHMT1	Low
ENSG00000181072	CHRM2	High
ENSG00000181061	HIGD1A	Medium
ENSG00000181045	SLC26A11	Low
ENSG00000181035	SLC25A42	Medium
ENSG00000181031	RPH3AL	Low
ENSG00000181027	FKRP	Medium
ENSG00000181019	NQO1	Medium
ENSG00000181004	BBS12	Low
ENSG00000180979	LRRC57	Medium
ENSG00000180938	ZNF572	Medium
ENSG00000180921	FAM83H	Medium
ENSG00000180891	CUEDC1	High
ENSG00000180884	ZNF792	High
ENSG00000180879	SSR4	High
ENSG00000180855	ZNF443	Medium
ENSG00000180834	MAP6D1	High
ENSG00000180828	BHLHE22	High
ENSG00000180822	PSMG4	High
ENSG00000180817	PPA1	High
ENSG00000180787	ZFP3	Medium
ENSG00000180776	ZDHHC20	Medium
ENSG00000180773	SLC36A4	High
ENSG00000180739	S1PR5	Medium
ENSG00000180720	CHRM4	Medium
ENSG00000180628	PCGF5	Medium
ENSG00000180626	ZNF594	High
ENSG00000180611	MB21D2	High
ENSG00000180596	H2BC4	High
ENSG00000180573	H2AC6	High
ENSG00000180543	TSPYL5	Low
ENSG00000180537	RNF182	High
ENSG00000180530	NRIP1	Medium
ENSG00000180488	MIGA1	Medium
ENSG00000180447	GAS1	High
ENSG00000180398	MCFD2	High
ENSG00000180376	CCDC66	High
ENSG00000180370	PAK2	Low
ENSG00000180357	ZNF609	High
ENSG00000180354	MTURN	High
ENSG00000180329	CCDC43	Medium
ENSG00000180263	FGD6	High
ENSG00000180233	ZNRF2	High
ENSG00000180228	PRKRA	High
ENSG00000180198	RCC1	Medium
ENSG00000180190	TDRP	High
ENSG00000180185	FAHD1	High
ENSG00000180008	SOCS4	Medium
ENSG00000179988	PSTK	Medium
ENSG00000179981	TSHZ1	High
ENSG00000179954	SSC5D	High
ENSG00000179950	PUF60	Medium
ENSG00000179912	R3HDM2	High
ENSG00000179909	ZNF154	High
ENSG00000179862	CITED4	Medium
ENSG00000179841	AKAP5	High
ENSG00000179833	SERTAD2	High
ENSG00000179832	MROH1	Medium
ENSG00000179796	LRRC3B	Medium
ENSG00000179776	CDH5	Medium
ENSG00000179772	FOXS1	High
ENSG00000179715	PCED1B	Medium
ENSG00000179639	FCER1A	Medium
ENSG00000179627	ZBTB42	Medium
ENSG00000179604	CDC42EP4	High
ENSG00000179598	PLD6	Medium
ENSG00000179588	ZFPM1	High
ENSG00000179583	CIITA	Low
ENSG00000179562	GCC1	High
ENSG00000179542	SLITRK4	Low
ENSG00000179526	SHARPIN	Medium
ENSG00000179456	ZBTB18	High
ENSG00000179399	GPC5	High
ENSG00000179361	ARID3B	Low
ENSG00000179348	GATA2	Medium
ENSG00000179344	HLA-DQB1	High
ENSG00000179335	CLK3	Medium
ENSG00000179295	PTPN11	High
ENSG00000179271	GADD45GIP1	Medium
ENSG00000179262	RAD23A	High
ENSG00000179241	LDLRAD3	Medium
ENSG00000179218	CALR	High
ENSG00000179163	FUCA1	Low
ENSG00000179144	GIMAP7	Medium
ENSG00000179134	SAMD4B	Medium
ENSG00000179119	SPTY2D1	High
ENSG00000179115	FARSA	High
ENSG00000179091	CYC1	High
ENSG00000179085	DPM3	Medium
ENSG00000179071	CCDC89	Low
ENSG00000179058	C9orf50	High
ENSG00000179051	RCC2	Medium
ENSG00000179041	RRS1	High
ENSG00000179029	TMEM107	Medium
ENSG00000179021	C3orf38	Medium
ENSG00000179010	MRFAP1	High
ENSG00000178999	AURKB	Low
ENSG00000178996	SNX18	Low
ENSG00000178965	ERICH3	Low
ENSG00000178952	TUFM	Medium
ENSG00000178951	ZBTB7A	High
ENSG00000178950	GAK	High
ENSG00000178922	HYI	Medium
ENSG00000178921	PFAS	Medium
ENSG00000178913	TAF7	High
ENSG00000178904	DPY19L3	High
ENSG00000178896	EXOSC4	Medium
ENSG00000178878	APOLD1	Medium
